CHARTER,SNAME,DNAME,CNAME,API12B,ST_RANK,PCT_AA,PCT_AI,PCT_AS,PCT_FI,PCT_HI,PCT_PI,PCT_WH,PCT_MR,MEALS,P_GATE,P_MIGED,P_EL,P_RFEP,P_DI,ACS_K3,ACS_46,ACS_CORE,PCT_RESP,NOT_HSG,HSG,SOME_COL,COL_GRAD,GRAD_SCH,AVG_ED
,,Sonoma Valley Unified,Sonoma,737,B,1,0,2,1,55,0,40,1,56,0,0,33,19,14,20,25,25,95,31,19,19,19,11,2.6
,Richard Bard Elementary,Hueneme Elementary,Ventura,737,2,3,0,1,5,74,0,15,0,70,13,4,37,12,10,26,28,N/A,99,26,21,28,16,9,2.59
D,Aspire Millsmont Academy,Oakland Unified,Alameda,737,2,59,0,0,1,36,1,1,1,79,0,0,22,11,7,23,32,N/A,87,11,37,36,13,3,2.58
,Shannon Elementary,West Contra Costa Unified,Contra Costa,737,2,19,0,15,13,42,1,10,0,70,6,0,28,15,18,22,27,N/A,88,9,49,22,18,3,2.55
,Park Middle,Antioch Unified,Contra Costa,737,3,22,2,3,3,44,2,25,0,73,4,0,13,11,13,N/A,31,27,77,15,39,33,9,4,2.49
,Village Elementary,Twin Rivers Unified,Sacramento,737,2,12,0,4,1,43,0,35,5,88,12,0,25,13,13,28,23,28,92,25,34,28,10,2,2.31
,Washington Elementary,El Centro Elementary,Imperial,737,2,2,0,0,0,96,0,2,0,93,12,15,62,10,12,27,33,N/A,95,23,38,31,4,4,2.28
,Francis J. White Learning Center,Woodlake Union Elementary,Tulare,737,2,0,0,0,0,93,0,7,0,99,0,14,57,0,0,21,N/A,N/A,37,34,28,22,6,9,2.28
,Dinuba High,Dinuba Unified,Tulare,737,4,1,0,1,1,90,0,7,0,100,7,6,21,37,6,N/A,N/A,29,84,36,24,23,13,5,2.28
,Lakeview Middle,Pajaro Valley Unified,Santa Cruz,737,3,1,0,0,1,93,0,4,0,87,15,12,37,33,14,N/A,22,21,63,32,31,19,14,3,2.25
,Borrego Springs Elementary,Borrego Springs Unified,San Diego,737,2,1,0,0,0,80,0,17,2,89,8,8,70,4,6,22,21,N/A,99,34,36,17,8,5,2.14
,Homan Elementary,Fresno Unified,Fresno,737,2,13,2,15,0,63,1,7,0,99,1,6,28,13,12,25,29,N/A,70,31,36,24,6,2,2.13
,Cherokee Point Elementary,San Diego Unified,San Diego,737,2,8,0,5,0,81,0,4,2,100,20,0,58,19,9,20,32,N/A,79,31,45,15,5,4,2.05
,Laton Elementary,Laton Joint Unified,Fresno,737,2,0,0,0,0,88,0,0,0,84,6,2,64,5,7,19,23,N/A,67,36,34,18,10,1,2.04
,Sunkist Elementary,Hueneme Elementary,Ventura,737,2,1,0,0,1,93,2,2,0,100,13,5,52,18,12,29,30,N/A,100,40,33,16,7,4,2.03
D,Aspire Pacific Academy,Los Angeles Unified,Los Angeles,737,4,0,0,0,0,98,0,0,0,91,0,0,16,62,10,N/A,N/A,30,69,34,43,18,3,2,1.96
,Orange High,Orange Unified,Orange,737,4,1,1,5,1,80,1,11,0,75,11,0,32,29,9,N/A,N/A,27,97,46,28,17,6,3,1.91
,Sierra Vista High,Baldwin Park Unified,Los Angeles,737,4,1,0,6,2,89,0,1,0,86,7,1,16,45,11,N/A,N/A,18,78,49,33,13,5,1,1.75
,Whittier Elementary,Newport-Mesa Unified,Orange,737,2,0,0,1,1,97,0,1,0,100,3,0,81,6,6,24,29,N/A,86,56,28,9,6,1,1.67
,John J. Doyle Elementary,Porterville Unified,Tulare,737,2,0,1,0,0,90,2,6,0,93,0,30,56,6,5,23,31,N/A,93,64,19,12,3,2,1.6
,Rice (William) Elementary,Santa Maria-Bonita,Santa Barbara,737,2,1,1,0,2,91,0,5,0,100,7,8,51,10,7,28,30,N/A,100,58,29,11,2,1,1.59
,Linda Mar Educational Center,Pacifica,San Mateo,736,2,0,0,7,5,16,0,65,7,21,2,0,14,0,0,,,,98,14,10,19,36,21,3.4
,Mesa High,Santa Rosa City Schools,Sonoma,736,B,3,0,0,0,27,0,60,10,23,3,0,0,7,3,N/A,N/A,17,83,4,32,20,20,24,3.28
D,Gold Rush Charter,Summerville Union High,Tuolumne,736,4,1,3,0,0,9,1,85,1,40,0,0,0,0,11,16,18,4,92,4,21,36,23,16,3.26
D,La Vida Charter,Willits Unified,Mendocino,736,2,0,6,3,0,6,0,75,8,67,0,0,0,0,16,,,,88,11,14,36,29,11,3.14
,Hogan Middle,Vallejo City Unified,Solano,736,3,33,0,4,26,22,2,9,3,53,10,0,8,16,11,N/A,31,28,92,8,27,32,27,6,2.97
,W. E. Mitchell Middle,Folsom-Cordova Unified,Sacramento,736,3,15,1,6,3,25,2,45,3,64,6,0,12,18,18,N/A,34,32,85,8,26,34,26,6,2.96
,Northridge Elementary,San Juan Unified,Sacramento,736,2,4,0,3,2,29,1,61,1,71,2,0,22,2,18,30,27,N/A,62,10,27,31,21,11,2.96
,Lancaster High,Antelope Valley Union High,Los Angeles,736,4,20,1,2,3,47,1,26,0,12,0,1,10,11,13,N/A,N/A,31,96,12,25,33,20,11,2.91
,Portola Junior High,West Contra Costa Unified,Contra Costa,736,3,25,0,22,3,33,1,16,0,64,20,0,17,20,14,N/A,N/A,29,76,18,31,20,16,15,2.79
,McManus (John A.) Elementary,Chico Unified,Butte,736,2,8,5,14,0,32,1,36,2,77,0,0,26,3,12,25,27,N/A,89,17,29,37,9,7,2.59
,Rancho Cordova Elementary,Folsom-Cordova Unified,Sacramento,736,2,9,0,6,1,50,1,28,3,83,2,0,33,20,16,28,26,N/A,75,18,35,31,13,4,2.51
,John Reith Elementary,Elk Grove Unified,Sacramento,736,2,29,0,20,2,32,2,9,4,100,1,0,22,16,13,22,23,N/A,91,16,39,28,13,4,2.5
,,Lancaster Elementary,Los Angeles,736,B,30,1,1,2,48,0,17,1,80,9,1,18,7,11,28,30,24,100,25,28,30,13,4,2.43
,,Adelanto Elementary,San Bernardino,736,B,23,1,1,1,60,1,10,3,92,11,0,19,12,14,30,31,19,97,22,37,27,9,5,2.4
,Centennial Elementary,Fresno Unified,Fresno,736,2,9,1,16,0,62,0,10,0,100,2,2,28,10,6,27,28,N/A,57,22,35,35,6,2,2.32
,Mains Elementary,Calexico Unified,Imperial,736,2,0,0,0,0,100,0,0,0,100,3,18,70,19,15,18,19,N/A,96,31,28,26,9,5,2.29
,Turner Elementary,Antioch Unified,Contra Costa,736,2,24,1,3,3,55,1,12,0,85,0,0,40,6,12,29,27,N/A,73,26,40,24,6,4,2.23
,Rock Springs Elementary,Escondido Union,San Diego,736,2,4,0,5,3,76,0,11,0,80,6,1,55,6,12,23,28,N/A,85,34,29,22,14,2,2.22
,Jefferson Leadership Academies,Long Beach Unified,Los Angeles,736,3,17,0,11,1,64,0,6,0,87,5,1,32,27,8,N/A,27,24,84,34,31,18,15,3,2.22
,Molly S. Bakman Elementary,Fresno Unified,Fresno,736,2,6,1,21,0,69,0,3,0,100,1,3,29,13,6,28,30,N/A,63,27,35,29,7,1,2.2
,Philadelphia Elementary,Pomona Unified,Los Angeles,736,2,2,0,1,0,94,0,2,1,93,2,1,47,19,8,27,30,N/A,92,29,42,20,5,4,2.14
,Michael J. Castori Elementary,Twin Rivers Unified,Sacramento,736,2,27,1,15,1,38,2,11,3,93,8,0,36,7,11,28,31,N/A,77,29,38,27,6,1,2.13
,Huntington Drive Elementary,Los Angeles Unified,Los Angeles,736,2,3,1,2,1,92,0,1,0,100,7,1,36,19,17,15,19,N/A,48,36,33,17,9,4,2.13
,Erma Duncan Polytechnical High,Fresno Unified,Fresno,736,4,3,0,36,0,54,0,6,0,100,19,4,18,49,4,N/A,N/A,27,89,38,28,24,6,4,2.09
,Jackson Elementary,Fresno Unified,Fresno,736,2,3,1,3,0,90,0,2,0,100,2,2,37,14,9,23,30,N/A,71,34,33,24,6,2,2.08
,Franklin Classical Middle,Long Beach Unified,Los Angeles,736,3,15,0,7,0,74,1,1,0,89,6,1,38,33,9,N/A,33,33,74,39,31,15,12,2,2.06
,Sunkist Elementary,Anaheim City,Orange,736,2,0,0,3,1,88,0,6,0,87,19,1,52,22,12,27,30,N/A,25,36,36,22,6,1,2.02
,Boronda Meadows,Salinas City Elementary,Monterey,736,2,1,1,1,1,90,0,5,0,87,0,3,48,18,10,25,27,N/A,99,40,31,21,5,4,2.01
,Greenwood Elementary,Montebello Unified,Los Angeles,736,2,1,0,0,0,97,0,1,0,100,7,0,40,19,15,27,25,N/A,66,37,36,19,6,2,2.01
,,Burrel Union Elementary,Fresno,736,B,0,0,5,0,91,0,4,0,93,0,3,50,26,4,12,11,N/A,99,48,28,11,4,9,1.97
,Burrel Elementary,Burrel Union Elementary,Fresno,736,2,0,0,5,0,91,0,4,0,93,0,3,50,26,4,12,11,N/A,99,48,28,11,4,9,1.97
,,Santa Paula Union High,Ventura,736,B,0,0,0,0,94,0,5,0,76,0,9,33,28,9,N/A,N/A,27,90,44,28,19,6,3,1.96
,,Wasco Union High,Kern,736,B,2,0,0,0,91,0,6,0,79,39,5,22,44,6,N/A,N/A,26,89,45,32,15,6,3,1.89
,Paramount High,Paramount Unified,Los Angeles,736,4,9,0,0,1,87,1,2,0,90,9,0,21,44,10,N/A,N/A,33,94,46,30,16,5,3,1.89
,McCord Elementary,Kings Canyon Joint Unified,Fresno,736,2,1,1,0,0,97,0,1,0,96,0,6,52,24,10,26,34,N/A,98,47,26,21,4,2,1.88
,Lamont Elementary,Lamont Elementary,Kern,736,2,0,0,0,0,96,0,3,1,88,6,18,63,8,8,18,N/A,N/A,98,52,26,12,6,4,1.85
,Delhi High,Delhi Unified,Merced,736,4,1,0,4,0,84,1,8,0,81,0,7,14,60,9,N/A,N/A,23,86,37,48,11,4,0,1.82
,Grape Street Elementary,Los Angeles Unified,Los Angeles,736,2,33,0,0,0,67,0,0,0,85,3,1,31,17,9,19,19,N/A,26,48,32,14,3,2,1.78
,Tuolumne Elementary,Modesto City Elementary,Stanislaus,736,2,1,0,2,0,92,0,5,0,100,2,6,69,7,11,22,28,N/A,93,43,43,10,2,1,1.77
,Charles Blackstock Junior High,Hueneme Elementary,Ventura,736,3,1,0,1,7,89,1,1,0,100,21,10,33,43,10,N/A,29,30,100,66,15,12,6,2,1.64
,Berkeley High,Berkeley Unified,Alameda,735,4,23,0,9,1,19,0,32,9,27,21,0,8,10,11,N/A,N/A,25,89,7,12,19,26,36,3.72
,Will C. Wood High,Vacaville Unified,Solano,735,4,10,1,4,4,27,1,50,2,36,8,0,4,10,10,N/A,N/A,28,96,8,28,37,19,8,2.91
,Transition High (Continuation),Elk Grove Unified,Sacramento,735,B,12,0,0,2,41,0,40,5,43,2,0,2,16,0,N/A,N/A,8,88,6,35,31,18,10,2.9
,Sherwood,Willits Unified,Mendocino,735,2,0,8,0,0,8,0,81,0,65,0,0,0,0,0,20,N/A,N/A,92,17,21,29,25,8,2.88
,Sierra Pacific High,Hanford Joint Union High,Kings,735,4,4,0,3,3,58,0,31,1,40,0,9,12,20,8,N/A,N/A,31,85,15,23,32,25,6,2.84
,Ansel Adams,Lodi Unified,San Joaquin,735,2,11,0,42,10,30,1,4,0,76,10,0,35,13,8,27,29,N/A,81,13,28,35,18,6,2.78
,Williamson Elementary,Folsom-Cordova Unified,Sacramento,735,2,12,1,1,0,39,3,40,3,84,1,0,37,12,15,30,27,N/A,86,15,32,36,13,3,2.58
,Fillmore Middle,Fillmore Unified,Ventura,735,3,0,0,0,0,88,0,11,0,77,10,8,24,23,13,N/A,29,27,85,25,25,31,12,8,2.54
,Pomolita Middle,Ukiah Unified,Mendocino,735,3,1,8,1,1,48,0,40,1,71,9,15,19,23,12,N/A,27,22,97,28,26,28,12,7,2.44
,James M. Burchfield Primary,Colusa Unified,Colusa,735,2,1,3,1,0,68,1,25,1,75,0,11,39,12,14,20,N/A,N/A,99,19,43,19,15,4,2.42
,Wilson Elementary,Stockton Unified,San Joaquin,735,2,8,7,3,3,67,1,11,0,82,10,1,22,10,7,30,32,27,99,22,41,20,9,8,2.39
,,Eastside Union Elementary,Los Angeles,735,B,25,1,1,1,60,0,11,1,81,4,1,24,13,9,20,27,30,96,26,30,30,11,3,2.35
,One Hundred Fifty-Third Street,Los Angeles Unified,Los Angeles,735,2,33,0,2,2,61,2,1,0,100,8,0,27,21,12,15,13,N/A,71,26,28,33,11,2,2.35
,Rancho Medanos Junior High,Pittsburg Unified,Contra Costa,735,3,19,0,3,6,63,2,5,1,83,2,0,27,25,9,N/A,26,23,88,27,32,24,13,3,2.33
,Hamilton High,Hemet Unified,Riverside,735,4,1,3,1,0,32,0,62,1,73,6,0,9,7,7,N/A,N/A,19,100,26,38,24,7,6,2.28
,Lake Los Angeles Elementary,Keppel Union Elementary,Los Angeles,735,2,10,1,0,0,68,0,19,1,89,2,1,33,9,9,23,26,N/A,68,27,35,25,9,4,2.28
,Virginia Avenue Elementary,Fairfax Elementary,Kern,735,2,3,0,2,0,87,0,7,0,89,0,10,59,0,5,23,N/A,N/A,94,28,34,24,10,4,2.26
,Central Elementary,South Bay Union Elementary,San Diego,735,2,4,2,0,3,82,0,7,1,84,1,0,50,6,13,24,26,N/A,95,28,36,24,10,2,2.21
,Crowell Elementary,Turlock Unified,Stanislaus,735,2,2,1,3,1,62,0,30,1,100,2,1,34,7,10,20,28,N/A,94,22,48,23,5,2,2.17
,Fontana A. B. Miller High,Fontana Unified,San Bernardino,735,4,9,0,1,0,85,0,4,0,81,8,0,22,34,14,N/A,N/A,24,90,32,36,18,11,3,2.16
,Leroy Nichols Elementary,Lodi Unified,San Joaquin,735,2,2,1,6,1,59,0,28,0,80,6,3,43,4,16,24,24,N/A,80,31,34,27,7,0,2.13
,Delta High,River Delta Joint Unified,Sacramento,735,4,0,1,1,1,66,0,27,4,55,19,5,28,30,7,N/A,N/A,13,99,46,20,20,7,8,2.1
,E. O. Green Junior High,Hueneme Elementary,Ventura,735,3,4,1,1,3,81,1,9,0,78,20,5,21,32,9,N/A,30,32,99,41,25,21,10,3,2.09
,Lorena Street Elementary,Los Angeles Unified,Los Angeles,735,2,0,0,0,1,99,0,0,0,100,3,0,39,28,12,18,19,N/A,27,39,30,18,10,3,2.08
,Leonora Fillmore Elementary,Lompoc Unified,Santa Barbara,735,2,3,0,2,1,79,0,13,1,78,6,3,40,14,14,20,27,N/A,88,35,36,21,5,4,2.07
,William Garrison Elementary,Modesto City Elementary,Stanislaus,735,2,6,0,3,1,65,0,22,2,85,2,2,37,7,36,15,24,N/A,93,28,48,16,7,1,2.04
,Joseph Le Conte Middle,Los Angeles Unified,Los Angeles,735,3,3,1,2,4,79,0,12,0,92,10,0,27,41,13,N/A,19,18,81,41,32,15,9,3,2.03
,Tunnell (Martin Luther) Elementary,Santa Maria-Bonita,Santa Barbara,735,2,1,1,1,2,83,1,10,0,100,11,4,34,7,11,29,28,N/A,100,37,30,27,3,2,2.02
,John A. Sutter Middle,Los Angeles Unified,Los Angeles,735,3,5,0,5,2,83,0,4,0,100,11,0,21,39,18,N/A,31,29,89,41,32,16,8,3,1.99
,Hidden Valley Middle,Escondido Union,San Diego,735,3,3,0,2,2,79,1,13,0,80,10,1,36,28,8,N/A,29,29,83,44,27,19,8,2,1.97
,Fred T. Korematsu Discovery Academy,Oakland Unified,Alameda,735,2,18,0,1,0,77,1,1,1,43,34,0,60,14,6,21,27,N/A,44,33,44,19,2,2,1.96
,Jaime Escalante Elementary,Los Angeles Unified,Los Angeles,735,2,0,1,0,0,97,0,2,0,79,4,1,50,20,13,21,27,N/A,84,36,43,13,6,2,1.96
,Fontana Middle,Fontana Unified,San Bernardino,735,3,4,0,0,0,90,0,5,0,89,4,0,33,31,14,N/A,22,21,88,41,34,15,8,2,1.96
,David Wark Griffith Middle,Los Angeles Unified,Los Angeles,735,3,0,0,0,0,99,0,1,0,100,11,1,18,41,12,N/A,20,20,58,38,42,13,4,3,1.92
,Washington Middle,Long Beach Unified,Los Angeles,735,3,12,0,3,1,81,0,1,0,90,4,2,42,31,11,N/A,33,33,66,45,33,11,9,1,1.88
,Twenty-Eighth Street Elementary,Los Angeles Unified,Los Angeles,735,2,1,0,0,0,98,0,0,0,100,15,0,61,22,11,22,24,N/A,83,66,22,7,3,2,1.54
,Raymond-Knowles Elementary,Raymond-Knowles Union Elementa,Madera,735,2,11,7,0,5,11,0,65,0,73,0,0,0,0,13,,,,0,0,0,0,0,0,
,Sierra Home,Mariposa County Unified,Mariposa,734,4,3,5,2,2,14,0,70,2,30,3,0,0,5,17,N/A,2,11,92,0,15,36,20,30,3.64
,,Hot Springs Elementary,Tulare,734,B,0,0,0,0,13,0,80,7,33,0,0,0,0,7,,,,53,0,0,75,25,0,3.25
D,Golden Lakes Charter,Tuolumne County Superintendent,Tuolumne,734,4,0,1,0,0,28,0,57,4,57,0,0,0,0,12,5,6,4,58,7,20,30,41,2,3.11
,Carmichael Elementary,San Juan Unified,Sacramento,734,2,16,2,1,1,27,0,52,2,85,1,0,14,3,17,23,32,N/A,76,12,19,38,25,7,2.96
,Rio Lindo Elementary,Rio Elementary,Ventura,734,2,1,0,1,4,89,1,4,0,77,0,5,40,9,5,29,28,N/A,67,16,34,33,14,3,2.56
,Ridgeview High,Kern Union High,Kern,734,4,9,1,6,1,63,0,18,1,66,11,3,5,26,8,N/A,N/A,26,89,20,35,24,15,5,2.5
,Hillview Junior High,Pittsburg Unified,Contra Costa,734,3,24,0,3,7,54,1,8,1,75,2,0,23,21,9,N/A,31,25,93,19,36,24,17,4,2.5
,South Fork Middle,South Fork Union,Kern,734,3,4,6,1,0,13,1,75,0,78,9,0,0,1,13,N/A,35,24,77,12,36,44,9,0,2.5
,San Diego Science and Technology,San Diego Unified,San Diego,734,4,15,0,1,1,70,0,9,2,99,17,0,24,29,15,N/A,N/A,22,80,22,30,30,12,5,2.48
D,REALM Middle,Berkeley Unified,Alameda,734,2,23,0,2,0,60,0,5,3,96,0,0,52,0,7,N/A,22,N/A,100,29,33,19,14,6,2.36
D,Adelante Charter,Santa Barbara Unified,Santa Barbara,734,2,0,1,0,0,92,0,7,0,74,0,0,70,4,7,19,27,N/A,90,36,25,24,4,12,2.31
,Phelan Elementary,Snowline Joint Unified,San Bernardino,734,2,2,0,1,0,44,0,39,0,77,0,0,24,1,14,28,26,N/A,68,12,55,25,6,2,2.3
,,Orland Joint Unified,Glenn,734,B,1,1,3,0,60,0,35,0,75,7,3,23,19,12,25,25,25,97,28,33,26,7,5,2.27
,Roy W. Loudon Elementary,Panama-Buena Vista Union,Kern,734,2,13,1,3,1,64,0,19,0,88,1,0,21,8,10,29,31,N/A,34,18,49,26,8,0,2.24
,Virginia Road Elementary,Los Angeles Unified,Los Angeles,734,2,40,0,0,0,58,0,1,0,100,9,0,29,12,18,18,22,N/A,79,28,36,26,8,2,2.2
,,Bakersfield City,Kern,734,B,9,1,1,1,77,0,10,1,88,3,7,25,18,9,20,25,24,64,31,36,21,8,4,2.18
,Los Tules Middle,Tulare City,Tulare,734,3,4,0,2,0,86,0,7,1,91,15,11,23,24,8,N/A,33,23,86,29,35,30,5,2,2.17
,,Laton Joint Unified,Fresno,734,B,0,0,0,0,83,0,1,0,76,11,1,43,20,10,19,21,17,68,32,35,20,13,1,2.16
,Perkins K-8,San Diego Unified,San Diego,734,2,3,0,0,0,95,0,1,1,99,27,0,57,21,13,18,28,29,80,26,45,20,6,3,2.15
,Willow Cove Elementary,Pittsburg Unified,Contra Costa,734,2,12,0,3,5,77,0,3,0,87,0,0,65,8,8,24,29,N/A,93,38,32,14,14,2,2.09
,Loara High,Anaheim Union High,Orange,734,4,2,0,8,3,75,1,10,0,76,17,0,28,43,10,N/A,N/A,38,23,40,29,17,10,3,2.08
,Peter Burnett Middle,San Jose Unified,Santa Clara,734,3,1,1,7,2,82,1,5,1,83,14,1,32,34,11,N/A,22,25,85,44,26,16,10,5,2.05
,Shore Acres Elementary,Mt. Diablo Unified,Contra Costa,734,2,3,0,1,1,88,1,4,0,93,1,0,68,15,6,27,29,N/A,51,33,48,12,6,2,1.96
,San Jacinto Elementary,San Jacinto Unified,Riverside,734,2,5,2,1,0,85,0,6,1,94,4,0,46,7,8,31,31,N/A,97,41,37,17,3,1,1.86
,Virgil Middle,Los Angeles Unified,Los Angeles,734,3,2,0,4,7,86,0,1,0,100,12,0,32,48,14,N/A,25,20,65,49,29,12,9,2,1.84
,Normandie Avenue Elementary,Los Angeles Unified,Los Angeles,734,2,25,0,0,0,74,0,0,0,92,3,0,40,11,15,19,17,N/A,25,48,33,11,4,4,1.83
,Hilliard Comstock Middle,Santa Rosa City Schools,Sonoma,734,3,2,2,7,0,75,2,11,1,80,7,7,32,40,20,N/A,N/A,22,89,54,21,17,5,2,1.8
,Suva Intermediate,Montebello Unified,Los Angeles,734,3,0,0,0,0,99,0,1,0,100,10,0,23,51,11,N/A,24,23,90,46,36,10,5,2,1.8
,Garfield Elementary,Oakland Unified,Alameda,734,2,15,1,28,2,51,1,2,1,90,30,0,54,14,9,22,24,N/A,48,53,26,14,5,2,1.77
,Los Padres Elementary,Salinas City Elementary,Monterey,734,2,0,0,0,0,97,0,1,0,93,2,12,68,18,6,22,25,N/A,100,56,29,8,3,3,1.67
,Hawes Elementary,Redwood City Elementary,San Mateo,734,2,1,0,1,0,93,1,4,0,100,1,1,69,22,15,28,31,N/A,99,58,25,14,2,1,1.62
,Inderkum High,Natomas Unified,Sacramento,733,4,22,1,20,9,26,2,13,3,56,4,0,8,15,8,N/A,N/A,32,79,7,29,35,25,4,2.91
,Rodeo Hills Elementary,John Swett Unified,Contra Costa,733,2,22,0,11,7,32,0,17,9,61,7,0,20,3,10,24,27,N/A,95,9,35,34,19,4,2.73
,Anzar High,Aromas/San Juan Unified,San Benito,733,4,0,1,3,2,54,0,39,0,42,0,15,13,21,11,N/A,N/A,27,91,21,24,32,14,9,2.65
,Frazier Mountain High,El Tejon Unified,Kern,733,4,0,0,0,0,21,0,9,1,52,0,0,7,7,6,N/A,N/A,27,7,6,47,24,24,0,2.65
,El Capitan Middle,Central Unified,Fresno,733,3,12,1,12,1,60,0,13,1,80,3,1,9,23,9,N/A,N/A,30,95,20,29,32,12,7,2.57
,,Kern Union High,Kern,733,B,6,1,2,1,62,0,25,1,64,16,3,8,23,8,N/A,N/A,26,92,25,30,22,14,9,2.51
,Hamilton High,Hamilton Unified,Glenn,733,4,1,0,0,0,72,0,26,0,68,3,28,14,39,8,N/A,N/A,21,96,32,23,27,11,7,2.38
,,Ukiah Unified,Mendocino,733,B,1,7,1,1,47,0,42,1,69,7,13,25,15,12,24,26,25,97,28,28,29,11,5,2.38
,Murdock Elementary,Willows Unified,Glenn,733,2,1,3,6,0,48,0,42,0,69,0,1,37,5,8,26,30,N/A,95,19,40,27,12,2,2.37
,Victory Elementary,Stockton Unified,San Joaquin,733,2,11,8,4,1,62,0,13,0,99,5,1,17,11,12,28,29,30,96,23,39,24,8,6,2.36
,Patterson High,Patterson Joint Unified,Stanislaus,733,4,9,1,3,1,66,1,18,1,62,5,3,25,22,11,N/A,N/A,31,94,31,28,24,13,4,2.32
,Ramona High,Riverside Unified,Riverside,733,4,7,1,2,1,71,1,18,0,75,6,0,16,20,10,N/A,N/A,31,93,28,28,33,7,4,2.3
,Jurupa Hills High,Fontana Unified,San Bernardino,733,4,7,0,1,2,83,0,6,0,76,8,0,21,32,10,N/A,N/A,30,93,28,34,22,12,3,2.28
,Richard Henry Dana Middle,Los Angeles Unified,Los Angeles,733,3,9,1,1,1,73,1,14,1,74,14,0,9,20,14,N/A,29,28,71,35,26,23,10,5,2.23
,Golden Valley High,Kern Union High,Kern,733,4,7,0,2,1,81,0,8,1,79,10,7,10,41,6,N/A,N/A,28,84,30,36,20,8,5,2.21
,Ramon C. Cortines School of Visual and P,Los Angeles Unified,Los Angeles,733,4,10,1,5,5,70,0,8,0,80,17,0,12,40,7,N/A,N/A,32,49,37,31,15,12,5,2.18
,William G. Jehue Middle,Rialto Unified,San Bernardino,733,3,8,0,1,1,85,0,4,0,83,16,0,21,26,9,N/A,33,17,82,35,31,20,10,3,2.14
D,Downtown College Preparatory,San Jose Unified,Santa Clara,733,4,1,0,1,0,90,0,2,1,92,0,0,34,41,11,N/A,N/A,27,98,42,26,18,8,5,2.07
,Rialto High,Rialto Unified,San Bernardino,733,4,8,1,2,1,84,0,4,0,79,13,0,20,28,8,N/A,N/A,25,81,42,28,18,9,3,2.04
,Longfellow Elementary,Bakersfield City,Kern,733,2,4,1,1,0,84,0,8,2,94,0,8,33,12,13,19,25,N/A,65,39,32,20,3,5,2.02
,Nettie L. Waite Middle,Norwalk-La Mirada Unified,Los Angeles,733,3,2,0,1,1,91,1,2,0,88,9,6,20,30,12,N/A,29,29,96,41,37,14,7,2,1.92
,State Street Elementary,Los Angeles Unified,Los Angeles,733,2,0,0,0,0,100,0,0,0,100,9,0,38,17,13,20,20,N/A,96,37,46,9,5,2,1.89
,Olive Vista Middle,Los Angeles Unified,Los Angeles,733,3,1,0,0,1,96,0,2,0,100,8,0,22,40,15,N/A,22,21,77,45,32,15,6,2,1.89
,Cesar E. Chavez Middle,Pajaro Valley Unified,Santa Cruz,733,3,0,0,0,1,96,0,3,0,87,13,11,42,40,15,N/A,33,28,53,49,26,15,8,2,1.88
,Nishimoto Elementary,Madera Unified,Madera,733,2,2,1,0,0,93,0,4,0,92,0,8,51,15,6,26,34,N/A,99,49,28,17,4,2,1.82
,Woodworth (Clyde) Elementary,Inglewood Unified,Los Angeles,733,2,28,1,0,0,70,0,0,0,91,0,0,29,0,17,27,28,N/A,89,47,32,16,4,1,1.79
,Foothill Elementary,Alvord Unified,Riverside,733,2,1,1,1,1,91,0,4,1,90,3,0,72,1,14,29,29,N/A,98,47,35,13,2,2,1.76
,Rose Elementary,Escondido Union,San Diego,733,2,2,0,0,1,89,0,8,0,91,4,3,73,5,10,23,30,N/A,65,54,25,15,4,2,1.75
,Harrington Elementary,Oxnard,Ventura,733,2,1,0,1,1,96,1,1,0,88,0,8,68,6,7,29,28,N/A,93,53,28,14,4,1,1.71
,Sixty-Eighth Street Elementary,Los Angeles Unified,Los Angeles,733,2,20,0,0,0,80,0,0,0,88,7,0,40,18,10,20,22,N/A,92,60,23,12,2,2,1.64
,,Mendota Unified,Fresno,733,B,0,0,0,0,98,0,1,0,98,13,7,79,4,5,22,23,27,99,69,21,8,2,1,1.46
D,RAI Online Charter,Vallecitos Elementary,San Diego,732,4,8,3,3,0,38,0,49,0,26,0,0,0,3,1,6,10,15,99,5,21,38,27,8,3.13
,Jack London Elementary,Antioch Unified,Contra Costa,732,2,32,1,7,8,34,1,17,0,68,5,0,21,3,18,25,26,N/A,69,9,29,38,19,5,2.81
,Kelseyville High,Kelseyville Unified,Lake,732,4,1,1,1,0,33,0,59,2,82,0,6,7,16,13,N/A,N/A,24,87,14,25,35,21,6,2.8
,Shaffer Elementary,Shaffer Union Elementary,Lassen,732,2,1,4,0,1,22,0,73,0,51,0,0,10,0,8,18,18,21,84,11,24,47,14,4,2.77
,Mountain Vista Middle,Kelseyville Unified,Lake,732,2,2,2,1,1,36,0,54,2,96,0,9,14,15,12,N/A,26,25,93,21,23,32,14,9,2.66
,Federal Terrace Elementary,Vallejo City Unified,Solano,732,2,31,0,1,18,38,1,8,2,69,0,0,31,9,12,29,27,N/A,89,13,35,32,17,3,2.63
D,TEACH Academy of Technologies,Los Angeles Unified,Los Angeles,732,2,40,0,0,0,60,0,0,0,100,0,0,28,0,11,,,,32,0,62,21,13,4,2.6
D,Opportunities for Learning - Hermosa Bea,Hermosa Beach City Elementary,Los Angeles,732,4,13,1,1,1,49,0,29,5,62,0,0,9,9,2,N/A,N/A,1,99,19,27,38,11,5,2.56
