EXECUTIVE,"WAFFLE HOUSE, INC.",G2900
Attorney,Kahn Kleinman,K1000
INFORMATION REQUESTEC,,G4400
BAUER INSURANCE,,F3100
Furniture Store,Self-Employed,G4400
VAN KAMPEN AMERICAN,,F2100
Investment Banker,"XMS Capital Partners, LLC",F0000
CPA,"RULIEN & ASSOCIATES, LLC",F5100
SENIOR MANAGING DIREC,NEW YORK LIFE,F3300
Attorney,"Luxenberg, Garbett, Kelly,...",K1000
Associate,Federal Home Loan Bank Board,F4600
PRESIDENT,SCRIVENER OIL CO.,E1170
"Vice President, ADS NAFT",Infineon Technologies,C5110
TAX & FINANCIAL MGMT. SERVICES,O BDAILEY & ASSOC.,Y4000
ASSISTANT DIRECTOR,RILEY & HORIZON ACADEMY NET,Y4000
TRADER,"GOLDMAN, SACHS & CO.",F2300
ATTORNEY,"WEISMAN, KENNEDY & BERRIS CO., LPA",K1000
KERRIGAN ESTES ET AL,,Y4000
SURGEON,FORCE ORTHOPEDICS,H1130
SENIOR VP,VERTEX PHARMACEUTICALS INC,H4300
LADD-HONFORD,,Y4000
CO-FOUNDER,"BIG ROUND MUSIC, LLC",Y4000
Architect,DMR Architects,B4200
AERO-SPACE CONSULTANT,,T1000
Public Relations/Spe,Self-employed,G0000
CEO,BLUECROSS BLUESHIELD OF TN,F3200
Physician,Urology Specialists Lv,H1130
COMM CONSULTANT,BSM6 WORLDWIDE,G5210
RICHARDSON IND,,Y4000
SUBSTITUT,WINCHESTER PUBLIC SCHOOLS,X3500
REAL ESTATE,BAYVIEW LOAN SERVICING,Y4000
KERN CONSULTING,,Y4000
CONSULTANT,ANNIE E CASEY FOUNDATION,X4100
PRESIDENT,BAY MINETTE LAND CO.,Y4000
SELF EMPL,MEDICAL DECISION SERVICES,Y4000
CONSULTING ENGINEER,"MCTISH, KUNKEL & ASSOCIATES",G5200
President,My Mom Knows Best Inc.,Y4000
Ranch Manager,"King Ranch, Inc",A3000
OWNER,ADVENTURELAND AMUSEMENT PARK,Y4000
"NICK, LYDEN & CO",,F2100
PRESIDENT,RITCHIE TRUCKING,T3100
PRESIDENT &,SHAMROCK MATERIALS INC,B5100
ATTORNEY,"O'NEILL CANNON AND HOLLMAN, S.C.",Y4000
PEACHIN SCHWARTZ,,Y4000
Attorney,BNA Inc,Y4000
Sr Economist,US Senate,X3000
PRESIDENT,RANPAC INC,Y4000
MAN,INTERNATIONAL PROFIT ASSOCIATES,G5270
programmer,Self-Employed,C5130
n/a,,E1600
Contractor,Skyscraper Service Systems,Y4000
CAO,Virginia Bankers Association,F1100
Attorney,"Nappi & Hoppe, LLC",K2000
J C HEY CO,,Y4000
Owner,FanButch Color Printing Inks,C1300
"VP, RESEARCH/POLICY",ENVIRONMENTAL LAW INSTITUTE,JE300
ATTORNEY,"BRENNER, SALZMAN & WALLMAN",K1000
VICE PRESIDENT,GENWORTH FINANCIAL,F3000
PORTFOLIO MANAGER,SUENKMAN CAPITAL,Y4000
Owner,Ac Fleet Inc.,Y4000
NORWOOD GROUP INC,,Y4000
Hardware Engineer,Rutherford Graphic Products LLC,C1300
BUSINESSMAN,BOEING,D2000
BARR NUNN TRANSPORTATION,,T0000
BUS. CONSULTAN,GAMMA SERVICES CORP.,Y4000
MAJOR PHARMACEUTICAL,,J5100
"Vice President, Legal & Administration",Intelligent Optical Systems,M9100
CONSULTANT,OTTO REICH ASSOCIATES LLC,Y4000
Physician,Permanente Medical Group Inc,H3700
ATTORNEY,LEAVENS STRAND GLOVER & ADLERS LLC,Y4000
ACTUARY,THE DONNER CO,J1100
PRESIDENT,SMITHFIELD BEEF GROUP,G2300
C.E.O.,ISLAND COLD STORAGE/C.E.O.,Y4000
EXEC,PASSPORT HEALTH COMMUNICATIONS,Y4000
EXECUTIVE OFFICER,BA OF WESTERN NEVADA,B2000
President,Pro-acct Services Inc.,F5100
NUEVO ENERGY COMPANY,,E1150
THE KEEFE COMPANY,,
CEO and Founder,Intersystems,C5120
"STEMBELER, ADAMS & SWEET INC",,Y4000
"MANAGING DIRECTOR, HEAD OF INVESTMENT",MORGAN STANLEY WEALTH MGMT.,F0000
Motorsports Marketing,Champion Sports Group,Y4000
SOFTWARE ENGINEER,RETIRED BOEING/SOFTWARE ENGINEER,X1200
HALLIBURTON CORPORATION,,G1300
U.S. Ambassador To N,U.s. Government,X3100
FINANCIAL ADVISOR,WADDELL & REED,J1100
OWNE,INTERNATIONAL HOUSE OF PANCAKE,Y4000
RANCH MANAGER,INFORMATION REQUESTED PER BEST EFFO,A3000
higher education pol,self employed,J7400
LOEWS THEATRES MANAGEMENT CORP,,G6100
Retail/Owner,Self-Employed,G0000
MAMSI,,H3700
VICE PRESIDENT M&A,SIEMENS CORPORATION,C5000
buisness manager,YankeeTek Ventures,Y4000
OWNER,KIGMA RADIO SHOP,C2100
WYLEN & GILMORE,,Y4000
IPTIVIA,,Y4000
SALES,CEVA,Y4000
SANDLER CAPITAL,,F2100
SR. MANAGING DIRECTOR,CUSHMAN & WAKEFIELD,F4200
Executive,Tribune Interactive Inc.,C1100
President/CEO,Orbitel Communications,Y4000
OFFICE OF IRWIN SAVODNIK,,Y4000
SALES REPRESENTA,NATIONAL CINAMEDIA,Y4000
Legislator,State of Oregon,X3000
architect,ssoe,Y4000
MANAGING DIRECTOR,SPAUDLING & SLYE INVESTMENTS,F2100
INFORMATION REQUESTED PER BEST EFFORTS,MINDSHIFT TECHNOLOGIES,Y4000
SVP AND GENERAL MANAGE,WARNER BROS.,C2000
Chairman and Chief E,Showtime Networks Inc.,C2200
CEO,"FURR'S CAFETERIAS; INC..",G2900
KIM SUSAN INC,,Y4000
LERNER DAVID,,Y4000
PENSIONER,,Y4000
President/CEO,"Howe Barnes Hoefer & Arnett, Inc.",F1100
DIR. REGULATORY/STRATEGIC SVCS.,GRAND CANYON STATE ELECTRIC CO-OP,E1610
MANAGER,RCI CONSTRUCTION GROUP,B1500
PRESIDENT,"J.J. CASHMAN, INC.",B3000
CHAI,"DIMENSIONS INTERNATIONAL, INC.",G5200
biotechnology consultant,self,H4500
PARTNER,GLOBAL STRATEGY GROUP,D6000
Attorney,"Richard Preston & Associates, LLC",Y4000
SCIENTIST,CATALYTIC DIPLOMACY,Y4000
Surgeon,MD Anderson Cancer Center,H2100
ATTORNEY,ANN H. GUILL,Y4000
CARESPRING,,Y4000
REAL ESTATE BROKER,"SUN VISTA ENTERPRISES, INC.",F4200
"LOVEY, WOLFF & SWIFT",,Y4000
LOVELL AND LYLE,,Y4000
PRESIDENT,DON RITTER GROUP,Y4000
GULF COAST PRODUCE DISTRIB.,,A1400
NONE,SELF-EMPLOYED,Z9500
Principal Owner,True Artist Management,Y4000
DIRECTOR GOVT,CALIFORNIA APT ASSOC,Y4000
Owner,"Park Stein, Inc.",Y4000
RITAIRE,,Y4000
FOUNDING AND MANA,WOJNO DEVELOPMENT,Y4000
SPINE ASSOC PA,NEURO,H1130
Admin,University of Colorado,H5100
Public Relations,City of Miami,X3000
Consultant,Mintonciyan Consulting,Y4000
LELAND ENGINEERING,,B4400
COMMUNICATIONS CONSU,"MARCHESE COMMUNICATIONS, INC.",Y4000
MOUNTAINEER RACE TRACK,,Y4000
RADIOLOGIST,MADISON RADIOLOGIST,H1130
VICE PRESIDENT OF OPERATIONS,NANINI NORTHWEST LLC,Y4000
EYESPEAK/TATTOOIST/ BUSINESS OWNER,,Y4000
EXECUTIVE DIRECTOR,M-CARE,Y4000
MANAGER,SIENNA JOHNSON DEVELOPMENT,Y4000
SIEBAL SYSTEM,,C5120
"BOSTON BASEBALL FIELD OF DREAMS, LL",,Y4000
CIO,NET JETS,T1400
COUNSULTANT,SELF,J7400
PRES GEORGE BUSH,U S GOVERNMENT,X3000
Founder and Chairman,Telosa Software,C5120
JUDGE,TENNESSEE COURT OF JUDICIARY,X3200
"O'PARK MANAGEMENT SERVICES INC.",,F4500
U S ARMY-RETIRED,,X1200
President,"Nokia, Inc.",C4300
ATTORNEY,PETERS & SCOON ATTORNEYS/ATTORNEY,K1000
Attorney,"Nanci Nishimura, Esq",K1000
BOOKSELLER,THOMAS A GOLDWASSER RARE BOOKS,Y4000
ATTORNEY,FULBRIGHT & JANORSKI/ATTORNEY,K1000
LIFE INSURANCE,SELF-EMPLOYED,F3300
ASHTON REALTY,,F4200
ARCHITECTURAL SERVICES,,B4200
C.O.O.,STARWOOD CAPITAL,F4100
VICE PRES,HOLSTEAD PROPERTY COMPANY,J7400
CONSULTANT,"FRANCES F. YELEN ASSOCIATES, INC.",Y4000
Homemaker,Information Requested Per Best Efforts,E1190
MARINE CONCEPTS INC,,T6100
Ference Cheese & Inc,Self Employed,G0000
DAVCO RESTAURANTS,DAVCO RESTAURANTS,G2900
ATTORNEY,CONOCOPHILLIPS,Z9500
BUSINESS OWNER,STROM ENTERPRISES,Y4000
AUTO DEALER,SELF EMPLOYED,T2300
NEUROSURGEON,ONA,Y4000
Executive,SF,Y4000
CLERK OF CIRCUIT C,CITY OF RICHMOND,X3000
President,Louis Kwiker & Associates LLC,Y4000
Financial Advisor,Beacon Financial Services,F0000
PHILLIP CROSBY ASSOCIATION,,G5270
PRESIDENT & CEO,PHILLIPS DISTILLING CO.,Z9500
REAL ESTATE,WATERTON ASSOCIATES L.L.C.,F5100
ATTORNEY,"PAULSON & CO., INC.",F2700
Attorney at Law,Rogers Hardin LLP,K1000
surgeon Educator,University of iowa,H5100
PARTNER,HANSON PROFESSIONAL SERVICES INC.,B4000
REAL ESTATE INVESTMEN,BENNETT GROUP,F4000
HILLEL DIR,JEWISH FED OF CENTRAL MA,Y4000
"EDWIN O'DELL & CO",,Y4000
Solutions Architect,"CompuCredit, Inc",F1400
ATTORNEY,FOLOY & LARDNER LLP,Y4000
ATTORNEY,CAMPBELL DURRANT BEATTY PALOMBO,Y4000
PROFESSOR,U OF CALIFORNIA,H5100
ALBERS SHEETMETAL & VENTILATING INC,,B3400
WILSON & GEO MEYER,,B1000
ATTORNEY,RPP LAW,K1000
SELF-EMPLOYED,NOT EMPLOYED,Y1000
ATTORNEY,SELF EMPLOYED - DELOATCH & HINTON PLL,K1000
Attorney,Us Dept Of Health And Human Services,X3000
Project Manager,B&W Solutions,Y4000
Scientist,HMC,J7500
Accountant,"Geo Synthetics, Inc",Y4000
MANAGER - ALASKA,LINC ENERGY,Y4000
CHAIRMAN,CR SOFTWARE INC,C5120
Analyst,Jpmorgan Chase,F1100
Accounting Assistant,City Of Walnut Creek,X3000
President,COMPASS TRADING COMPANY,Y4000
PRESIDENT,QUASON COMPUTER SVS. INC.,C5130
C E O,The Investor Relations Group,G0000
Association Executive,The National Restaurant Association Ed,G2900
STEINBERG ENTERPRISE,,F4200
PUBLIC SERVICE,US HOUSE OF REPRESENTATIVES,X3000
RETIRED,DOW CHEMICAL CO.,X1200
"BLITZ, BARDGETT & DEUTSCH",,K1000
ADMINISTRATION,UT SOUTHWESTERN,H5150
Executive,Davidsohn Global Technologies,C5120
Lecturer,University of California,J1200
BROWNSTEIN HYATT & FARBER,,K2000
PART,"CASHE, LEWIS COUDRAIN AND SAVA",K1000
RGI,,Y4000
PHY,PLASTIC SURGERY CONSULTANTS LLC,H1130
MCNAIR LAW FIRM P A,,K1000
EXECUTIVE,NIXDROFF KREIN INDUSTRIES,Y4000
SPECIAL ASSISTANT,USCCR,Y4000
ADMINISTRATOR,CLEMSON UNIVERSITY/ADMINISTRATOR,H5100
Investment Manager,Silver Rock Financial,Y4000
RETIRED,GENERAL ATOMICS,E1320
Satellite tech,self employed,Y4000
Petroleum Engineer,"Henry Resources, Llc",E1000
Consultant Software,EMC Corp.,C5130
HOSPITAL EMERGENCY,,H1100
VP,Exelon Generation,E1600
NATIONAL MICRO INDUSTRIES,,Y4000
TECHNICAL REP,RICOH USA/TECHNICAL REP,Y4000
ATTOR,"CARR, KOREIN, TILLERY, ET. AL",K1100
CONSULTANT,WINNER AND ASSOCIATES,G5210
GENERAL MANA,TCI OF COLORADO (SVC.),Y4000
Senior Vice Pres.,Sagamore Assoc.,B1000
CPA,Demasco,J1200
UROLOGIST,FOOTHILLS UROLOGY,H1130
AMERICAN PAWN,,G4600
INVESTMENT MANAGER,CARRET ASSET MANAGEMENT L.L.C.,F2100
President/Owner,"International Machinery Exchange, Inc.",Y4000
EXECUTIVE,"ASTERISK, INCORPORATED",C1100
CPA,Williams & Ribb LLP,Y4000
Attorney/Not employe,Bullivant Houser Bailey PC,J1200
WOODSTOCK CORPORATION,,Y4000
General Contractor,William Brother Construction,B1500
EXECUTIVE,REVOLUTION GROUP,Y4000
ENGINEER,CHEVRON,E1160
Marketing Manager,Fe Co,Y4000
VICE PRESIDENT,"TENASKA, INC.",E1630
Lawyer,"Rakestraw & Rakestraw, LLC",K1000
PROPERTY MGMT.,KEITH PROPERTIE,F4000
physician,"Premier Primary Care, Inc.",Y4000
"HART'S PAINT & DECORATIONS",,G4500
DESERT ISLE MOTEL,,T9100
DETAILS,,G4600
SELF-EMPLOYED/GENERAL CONTRACTOR/IN,,B1000
Economist,Fao Un,Y4000
Administrator,Pa Turnpike Commission,X3000
"FOUNDER, CHAIRMAN","OCEANIT/FOUNDER, CHAIRMAN",D2000
Co-owner,Domaille Engineering,B4400
AUTOMATED BUSINESS SYSTEM,,C5100
Filmmaker,Jane Doe Films,C2400
OWNER,NEIL KELLY INC.,C2000
PRESIDENT,STOCK LUMBER,Y4000
ONLINE MARKETING,SELF-EMPLOYED/ONLINE MARKETING,G5280
CONTRACTOR,FORSBERG CONST. INC.,Y4000
CONSULTANT,SEMAC,Y4000
EDUCATIONAL ADMINIST,SANTA FE PUBLIC SCHOOLS,X3500
EXEC VICE PRESIDENT,NEW YORK LIFE,F3300
PRESID,THE GEE STRATEGIES GROUP LLC,Y4000
PRINCIPAL,SCHEPKER & ASSOCIATES,K2000
CHAIRMAN OF THE BOARD,,J1100
REAL ESTATE BROKCER,SELF-EMPLOYED,F4200
PUBLIC ACCO,CATURANO AND COMPANY PC,Y4000
Attorney,"Akerman, Senterfitt, & Eidson",K1000
COMMERCIAL REAL ESTATE,DEHAVILLAND PROPERTIES,T1400
FOUNDER,STORIES ON STAGE,Y4000
CHAIR,GRAND MARINER LLC,T8000
Teacher,Dutchess Day School,F2600
CHIEF EXECUTIVE OFFICER,MN CATHOLIC CU,F1300
Consultant,"Karaton Services, LLC",Y4000
EXECUTIVE,CROWN CONTROLS,Y4000
CEO,ENCOMPASS CONSULTING GROUP,Y4000
EXECUTIVE VP,CONCOCO PHILIPS,Y4000
TEACHER,DISCOVERY CENTER OF MURFREESBORO,Y4000
Chairman & CEO,Kibble & Prentice,F3100
requested,requested,C1300
CEO,AmerUS Life Insurance,F3300
KINGS HARBOR CARE CENTER,,Y4000
Laboratory director,National Medical Services,Y4000
Chief Operating Officer,Prism One,Y4000
Attorney,"Alston Bird, LLC",K2000
Timberman,Self,A5000
FOSTER WHEELER CORP,,F1100
FASHION MAGIC,USA,Y4000
ULTRAMET,,Y4000
Venture Ca,Pacific General Ventures,F2500
Sales,Maddock Industries Inc,Y4000
Civil Engineer,Bechel Power Corp,J1200
OWNER,M TECH SUPPLY,Y4000
CLEO STATE BANK,,F1100
Administrative Faculty,University of Nevada Las Vegas,H5100
OWNER,"DAVID MI & PARTNERS, ARCHITECTS",B4200
Attorney,"Rothschild, Wishek & Sands",K1000
Chairman and CEO,Amerada Hess Corporation,E1110
CPA,Pepsi Americas,G2600
KNOWLEDGEWARE SYSTEMS,,Y4000
SEVERN TRENT ENV SER INC,,Y4000
Homemaker,Onyx,Y4000
LOCATION SCOUT,PLAN A LOCATIONS,Y4000
TEACHER,MARIN COUNTY PUBLIC SCHOOLS,X3500
CONSTRUCTION,CONSTRUCTION,B1500
real estate developm,Sandpiper Development Company LLC,F4100
Independent writer,Self-employed,J1200
CONTRACTOR,KEITH CONSTRUCTION CO.,B1500
SILVER EAGLE TRANSPORT,,T3100
IT MANAGER,THE PERFORMANCE GROUP,Y4000
Market Segment Director,INC,B4000
SR. MEDICAL DIRECTOR,CSL BEHRING,H4500
teacher,spirit rock meditation center,H3800
ANGELA FRAZIER,,Y4000
Editor,Maine Home & Design,Z9500
Director of Summer P,Point Park University,Z9500
public affairs,NYS Department of Health,X3000
PARTNER,"BOUNCER, L.P.",F3300
FARMING,SELF,A1600
RETIRED U.S. SENATOR,UNITED STATES SENATE,X3000
BUDDIES NURSERY,,Y4000
Mother/Homemaker,Self-employed,G0000
LE BEOUF BROS TOWING L.L.C.,,T3100
,MERCY HOSPITAL & MERIT CARE CLINIC,H2100
INVESTM,AKAR CAPITAL MANAGEMENT INC,Y4000
CLEARY GULL REILAND,,F2100
MANAGER,JURIS ABSTRACT,F4300
Executive VP,Hays Companies,F3200
President/CEO,Hawaiian Electric Company,B3200
CFO and VP Business Planning,CT Hospital Association,H2100
attorney,Cahill/Wink LLP,Z9500
HUSSON COLLEGE,,H5100
Physician,Self--Employed,H1100
internet director,General Mills,G2100
PHYSICIAN,NORIDIAN,Y4000
KINLEY CORPORATION,,E1150
REAL ESTATE BROKER,MARTHA TURNER PROPERTIES,Z9500
chemist,city of tucson,J7400
UROLOG,"KANSAS CITY UROLOGY CARE, PC",H5100
PRESIDENT,KABLELINK COMMUNICATIONS,Y4000
WINE CONSULTANT,,G2820
EVP-General Counsel & Secretary,Mack-Cali Realty Corporation,F4100
COMPUTER,AMERICAN FAMILY INSURANCE,F3100
NEUROLOGIST,DESERT NEUROLOGY,H1130
FINANCIAL STRATEGIST,DAY FINANCIAL GROUP/FINANCIAL STRAT,F0000
PRESIDENT,CONWAY BLOCK COMPANY INC.,B5100
"VETERINARIAN, RETIRED",SELF,Z9500
JPMORGAN CHASE & CO./BANKER/BANKER,,Z9500
BRESLIN RIDYARD FADERO,,B4200
SCHNILDKNECHT FUNERAL,,G5400
RETIREDE-NOT EMPLOYED,NONE,Z9500
VP,"WATERSOHN COMPANIES, INC.",Y4000
Owner,"Spartac, LLC",Y4000
PRESIDENT,DEACON RECRUITING,Y4000
Attorney,Burke Burns & Pinelli. Ltd,K1000
Executive VP and CCO,Vertex Pharmaceuticals Incorporated,H4300
POTTS,,Y4000
ANALYST,HONEYWELL,Z9500
PHYSICAL THERAPIST,VANCOUVER REHABILITATION AND THERAPY C,Y4000
SE-KURE CONTROLS,,Y4000
BUSINESS BANKING SALES EXECUTIVE,JP MORGAN CHASE,F1100
BUSINESS,ICERTIS,Z9500
RONALD D MCIVER,,Y4000
REAL ESTATE,WATERFRONT PROPERTIES,F4000
SALES REPRESEMTATOVE,AIRCO COMMERCIAL SERVICES,Y4000
HOBAS USA,,Y4000
ATTORNEY,MACDONALD WALTON & RAZOR,Y4000
EXECUTIVE,"LOGI-TECH, INC.",JE300
MANAGER,AMERICAN EXECUTIVE INC.,Y4000
Builder,Mast Construction Inc,B2000
TRI-TECH INC,,Y4000
REAL ESTATE,THE HANOVER COMPANY,F4000
Vice President Business Development,Heritage Broadcasting,C2100
HOUSING DEVELOPMENT,SELF,B2000
RIVER PARISHES TRAVEL CEN,,T9400
NEUROLOGIST,SELF,J1200
INSURANCE AGENT,TROY INSURANCE INC.,F3100
ELECTRICAL CONTRACTOR,SELF/ELECTRICAL CONTRACTOR,B3200
Executive,Marketing Resource Group,Y4000
ARTIST/LANDSCAPE DESIGNER,SELF-EMPLOYED,X0000
MANSTER REAL ESTATE INC,,F4200
Pest Control,McCauley Services,Y4000
MARKETING MANAGER,"MAPLE LEAF FARMS, INC",A1000
Attorney,"Cohen Milstein, Hausfel",K1100
RICE FOWLER ET AL LLP,,K1000
SUSMAN GODFREY,,J7400
Vice Chairman,"McDonald's of Corrales",G2900
ATTORNY,HARVER & BATTEY,Y4000
BROKER-LOAN ORIGINATOR,"CROSS COUNTRY EQUITY, LLC.",Y4000
SHEGELL & SHEGELL,,Y4000
STATE POLICE SERGENT,,X3200
Journalist,The Daily Star,Y4000
LA CITY ATTORNEY OFFICE,,K1000
WALTER/EDWARDS GROUP LLC/PRINCIPAL,,Y4000
OFFICE,SELF-EMPLOYED,G0000
"Sr Dir, HR",Fluor Signature Services - Div. of FE,B1000
Sales Tax Auditor,State of California,X3000
MORRIS & MORRIS PC,,K1000
COOK,PHIL,J1200
CEO,Gund Investment,F2600
CMO SR VP,EXPRESS SCRIPTS,H3000
SCHOOL BOARD MEMBER,RETIRED/SCHOOL BOARD MEMBER,X1200
Attorney,Global Rights,Y4000
J A DRAKE WELL SERVICES,,Y4000
Manager,Big Two Tax Service,Y4000
Manager,Avenue Capital,F2700
Developer,City Loft Corporation,Y4000
SCHROEDER PUBLISHING CO.,,C1100
PROFESSOR,UNIV. OF NEW MEXICO,H5100
analyst,MBIA Insurance Corporation,F3000
AETNA MEDICAL & HEALTH SE,,F3100
SUBSTATION TECH,J.E.A.,E1600
ORTHOPAEDIC SURGEON,NH ORTHOPAEDIC SURGERY,H1130
Owner,Latierno & Son Corporation,Y4000
POWER PLANT OPERATOR,RCCMH,E1600
ADMINISTRATOR,SURGERY CENTER OF OCALA/ADMINISTRAT,H1130
"MILLER'S RESTAURANTS",,G2900
PUBLIC RELATIONS,BROCADE,C5000
RETIRED AH,RET.,X1200
POLYCHEM CORP,,Y4000
MACKENZIE & COMPANY,,Y4000
PHARMACIST,BI-WIZE DRUG,Y4000
ELECTRIC,L.A. DEPT. WATER AND POWER,Y4000
ATTORNEY,SLATTERY & DUFFEY LTD.,K1100
Technical Consultant,Self-Employed,G5270
OWNER,PHILLIPS MACHINE SERVICE INC,G5600
LOBBY PAGER,FOUR SEASONS PLACE,Y4000
MARC E LELAND & ASSOCIATES,,Y4000
Attorney,"Hala J Gores, PC",Z9500
C-CUBE MICROSYSTEMS INC,,Y4000
TECHNOLOGY,IBM,C5100
VP SALES,PATRIOT COAL CORPORATION,E1210
SLOCUM DICKSON MEDICAL,,H1130
WESTMARK REALTY ADVISORS,,F4100
Emergency Physician,Mount Sinai Medical Center,H1100
Real Estate Develope,Dickinson Development,F4000
TRI STATE PLAN ADMIN INC,,Y4000
MILLER BRANDS-PHOENIX DBA SHAMROCK,,G2850
Physician,Mercer Gastroenterology,H1130
GENERAL MANAGER,SEATLE CITY LIGHTS,Y4000
CHAIRMAN,REVERSE MORTGAGE SOLUTIONS,F4600
EXECUTIVE MANAGER,MBH ALTHANI,Y4000
CEO,BAPTIST MEDICAL CENTER SOUTH,Y4000
RN,Lovelace Sandia Health System,H2100
RAI CO,,Y4000
LAWYER,HURON CONSULTANT,Y4000
Sr Policy Advisor,Olsson Frank Weeda PA,K2000
TEACHER,VIRGINIA EDUC ASSOC.,L1300
PRESIDENT CATALOG SA,QUEBECOR WORLD,G5220
Legislative Coordinator,Tennessee Health Care Association,H2200
FINANCIAL CONSU,HADDOCK INVESTMENTS,Y4000
ACCOUNTING,ARTHUR NOLL ACCOUNTING,J5100
Director of Business Development,"McLane Advanced Technologies, LLC",Y4000
THOMAS B EVANS JR,,K2000
OWNER,C. J. MEISELWITZ,Y4000
PRESIDENT,CM GOVT RELATIONS,K2000
OWNER,BENNING CONSTRUCTION COMPANY,B1500
PARTNERSHIP/N/A,,K1000
VP OF ADM,TRAFFICADE SERVICE INC.,Y4000
ASSOCIATED ENGINEERS,,Y4000
BUSINESS EXECUT,DISTRICT PHOTO INC.,Y4000
Attorney,Zuniga & Soto-Miranda PSC,K1000
PR,SUNSHINE CONSULTANTS,Y4000
PRESIDENT,"PRECISION FORM, INC.",Y4000
School Teacher,WjCC Public School /Merrimac Center,X3500
GRAND STRAND HEALTH CARE,,Y4000
Dean Of The Business,The University Of Mississippi,H5100
I,GILBERT-KRUPIN INSURANCE & ESTATE,F3100
AIRLINE PILOT,JETBLUE AIRWAYS,T1100
HAIR STYLIST,PREMIER SALONS,Y4000
CHAIRMAN AND CEO,AMERICAN ELECTRIC POWER/CHAIRMAN AN,E1600
Pres. International,Kraft Foods,A1300
LITTLEFIELD CORPORATION,,Y4000
Contractor,"Bowie, Sims, & Prange Inc",Y4000
SELF EMPLOYED/RANCHING/OIL & GAS,,A3000
President,Virginia Pilots Assn,Y4000
President,Bayada Nurses,G1200
DEALER,"PHIL WINSLOW MOTOR, INC",T2310
Special Events,Cystic Fibrosis Fdn,J1200
RHODES CARPET,,M8000
C.P.A.,Self,J7400
WRITER,ACTIVIST,J7150
PIERCE AVIATION,,A1400
EMPLOYEE BENEFITS,SELF,Z9500
BANKER,WILLIAM BLAIR COMPANY,F2300
SECRETARY OF TECH,STATE OF COLORADO,X3000
ACCOUNTA,SILL LAW ESSAD. FIEDLER...,Y4000
MEDICAL FIELD,IU HEALTH,H1130
Salesmen,Angels Bakery,Y4000
SELF,PENDRY APARTMENTS,Z9500
WINDOW COMPANY,,Y4000
CONSULTANT,SKIP RHODES & ASSOCIATES,Y4000
FREEMAN FREEMAN & SMILEY,,K1000
DIVISION MANAGER,SCIENCE APPLICATIONS INTL CORP,D3000
ATTORNEY,GOLDFARB&LIPMAN,K1000
Financial Secretary,Sts Peter & Paul Grk Ortho Church,Z9500
PHYSICIAN,FEMA,H1100
Contractor,GM Sager Construction,B1500
Attorney,Nichols Zauzig & Sandler,K1000
Executive Vice Presi,DalMac,Y4000
Development,Aids Action Committee,H3500
Chief Executive Officer,Activision,C5120
Oil Operator,Gary-Williams Energy,E1120
"SAINT MARY'S HALL",,Y4000
ATTORNEY,,H3200
Marlborough School,,H5100
Engineer,"Michael J Walkley, PA",Y4000
Vice-Pres,Meyer& AssocIns,Y4000
SELF-EMPLOYED,,M7000
Artist,Self employed,H5100
ATTORNEY,SEDGWICK LLP,K1000
business executive,business executive,C2600
Social Worker,State Of Arizona,J1200
PMI PARKING,,F4500
PHYSICIAN,BRYAN HEART INSTITUTE,Y4000
WELBORN ELECTRIC INC,,Y4000
BAVARIAN INN INC,,T9100
EXEC.,GRAND SAKWA PROPERTIES,J1100
Timber Co. Owner,Franklin Lumber,Y4000
Health Care,Sterling Health Care,Y4000
OWNER,GALLINS VENDING COMPANY,Y4000
PARTNER,LONG ALDRIDGE,K1000
ACTOR,NULLABOR LLC,Y4000
Lobbyist,"Vantage Point Consulting, LLC",K2000
Accountant,702 Communications,Y4000
Wachtelle & Masyr,,Y4000
CEO,APARTMENTS OF AMERICA,Y4000
EDS/CHIEF EXECUTIVE OFFICER/CHIEF O,,C5130
CEO,US Uranium Corp,Y4000
Physician,Council for Relationships,Y4000
AM,UNUM LIFE INS CO OF,F3100
Technical Assistant,Amwins Insurance Brokerage of Californ,F3100
ATTORNEY,BROWN RUDNICK LLP,J7300
PORTFOLIO MANAGE,OSPRAIE MANAGEMENT,F2700
HAYES COFFEY & BERRY P,,K1000
"SOLOMON, FORNARI, WEISS ET AL",,Y4000
MINI-SYSTEMS INC./ENGINEER/MANAGER,,Y4000
CUSTOM WOODWORKING,,Y4000
PUBLISHER/FOUNDER,M.D. PUBLISH,C1100
HUMAN RESOURCES EXEC,DAVIS CONCRETE CONSTRUCTION I,B1500
Attorney at Law,"Vena, Riley, Deptula LLP",Y4000
AL LEAGUE OF MUNIC,,X3000
INVESTOR,"FELL & COMPANY, INC.",F7000
SR. MGR. BUDGET,TRI STATE G & T,Y4000
HIRSCH GLOVER & ROBINSON,,K1000
Executive,VIDYAH,Y4000
Computer Programmer,Keane,Y4000
METEROLOGIST,WINDSOR IVCATION INC.,Y4000
TROOPER,NEW YORK STATE POLICE,X3200
LEM INC/WHOLESALE RETAIL/ADMINISTRA,,J1100
Owner,Snb Inc.,Y4000
RESEARCH MANAGER,PEW CHARITABLE TRUSTS,X4100
LONG PAYNE INC,,K1000
Technical Information Specialist,Nasa,X3000
CONSULTANT,"BEAL SOLUTIONS, INC.",Y4000
Owner,"Mestizo Restaurant Mestizo, Inc",G2900
SAP SPECIALIST,"VALERO SERVICES, INC.",E1160
