Trump	Clinton	Johnson	Other	Undecided	poll_slug	survey_house	start_date	end_date	question_text	sample_subpopulation	observations	margin_of_error	mode	partisanship	partisan_affiliation
8.0	75.0	7.0	2.0	9.0	fox-24646	FOX	2016-06-05	2016-06-08		Registered Voters - Democrat			Live Phone	Nonpartisan	None
72.0	6.0	11.0	2.0	9.0	fox-24646	FOX	2016-06-05	2016-06-08		Registered Voters - Republican			Live Phone	Nonpartisan	None
32.0	22.0	23.0	7.0	17.0	fox-24646	FOX	2016-06-05	2016-06-08		Registered Voters - independent			Live Phone	Nonpartisan	None
34.0	42.0		12.0	11.0	ipsos-reuters-24644	Ipsos/Reuters	2016-06-04	2016-06-08		Registered Voters	1440		Internet	Nonpartisan	None
8.0	74.0		8.0	10.0	ipsos-reuters-24644	Ipsos/Reuters	2016-06-04	2016-06-08		Registered Voters - Democrat			Internet	Nonpartisan	None
71.0	8.0		13.0	8.0	ipsos-reuters-24644	Ipsos/Reuters	2016-06-04	2016-06-08		Registered Voters - Republican			Internet	Nonpartisan	None
33.0	29.0		21.0	17.0	ipsos-reuters-24644	Ipsos/Reuters	2016-06-04	2016-06-08		Registered Voters - independent			Internet	Nonpartisan	None
38.0	42.0		15.0	5.0	rasmussen-24642	Rasmussen	2016-06-06	2016-06-07		Likely Voters	1000	3.0	IVR/Online	Nonpartisan	None
41.0	44.0		6.0	9.0	yougov-economist-24633	YouGov/Economist	2016-06-02	2016-06-05		Registered Voters	1636	3.6	Internet	Nonpartisan	None
9.0	84.0		3.0	5.0	yougov-economist-24633	YouGov/Economist	2016-06-02	2016-06-05		Registered Voters - Democrat	632		Internet	Nonpartisan	None
80.0	6.0		5.0	9.0	yougov-economist-24633	YouGov/Economist	2016-06-02	2016-06-05		Registered Voters - Republican	470		Internet	Nonpartisan	None
37.0	38.0		12.0	13.0	yougov-economist-24633	YouGov/Economist	2016-06-02	2016-06-05		Registered Voters - independent	534		Internet	Nonpartisan	None
40.0	44.0			16.0	morning-consult-24629	Morning Consult	2016-06-01	2016-06-05		Registered Voters	4002	2.0	Internet	Nonpartisan	None
10.0	79.0			12.0	morning-consult-24629	Morning Consult	2016-06-01	2016-06-05		Registered Voters - Democrat	1491		Internet	Nonpartisan	None
80.0	10.0			10.0	morning-consult-24629	Morning Consult	2016-06-01	2016-06-05		Registered Voters - Republican	1199		Internet	Nonpartisan	None
38.0	34.0			28.0	morning-consult-24629	Morning Consult	2016-06-01	2016-06-05		Registered Voters - independent	1312		Internet	Nonpartisan	None
40.0	45.0		9.0	7.0	ibd-tipp-24625	IBD/TIPP	2016-05-31	2016-06-05		Registered Voters	828		Live Phone	Nonpartisan	None
8.0	84.0		3.0	5.0	ibd-tipp-24625	IBD/TIPP	2016-05-31	2016-06-05		Registered Voters - Democrat	291		Live Phone	Nonpartisan	None
74.0	12.0		8.0	6.0	ibd-tipp-24625	IBD/TIPP	2016-05-31	2016-06-05		Registered Voters - Republican	259		Live Phone	Nonpartisan	None
41.0	35.0		16.0	8.0	ibd-tipp-24625	IBD/TIPP	2016-05-31	2016-06-05		Registered Voters - independent	271		Live Phone	Nonpartisan	None
36.0	37.0	9.0	8.0	10.0	ibd-tipp-24625	IBD/TIPP	2016-05-31	2016-06-05		Registered Voters	828		Live Phone	Nonpartisan	None
8.0	79.0	6.0	3.0	4.0	ibd-tipp-24625	IBD/TIPP	2016-05-31	2016-06-05		Registered Voters - Democrat	394		Live Phone	Nonpartisan	None
80.0	2.0	4.0	4.0	10.0	ibd-tipp-24625	IBD/TIPP	2016-05-31	2016-06-05		Registered Voters - Republican			Live Phone	Nonpartisan	None
28.0	27.0	16.0	16.0	13.0	ibd-tipp-24625	IBD/TIPP	2016-05-31	2016-06-05		Registered Voters - independent			Live Phone	Nonpartisan	None
44.0	48.0			9.0	nbc-surveymonkey-24631	NBC/SurveyMonkey	2016-05-30	2016-06-05		Registered Voters	9240	1.4	Internet	Nonpartisan	None
38.0	39.0		18.0	5.0	rasmussen-24597	Rasmussen	2016-05-31	2016-06-01		Likely Voters	1000	3.0	IVR/Online	Nonpartisan	None
34.0	43.0		13.0	10.0	ipsos-reuters-24596	Ipsos/Reuters	2016-05-28	2016-06-01		Registered Voters	1332		Internet	Nonpartisan	None
9.0	72.0		11.0	8.0	ipsos-reuters-24596	Ipsos/Reuters	2016-05-28	2016-06-01		Registered Voters - Democrat	655		Internet	Nonpartisan	None
73.0	9.0		11.0	6.0	ipsos-reuters-24596	Ipsos/Reuters	2016-05-28	2016-06-01		Registered Voters - Republican			Internet	Nonpartisan	None
34.0	19.0		22.0	25.0	ipsos-reuters-24596	Ipsos/Reuters	2016-05-28	2016-06-01		Registered Voters - independent			Internet	Nonpartisan	None
39.0	42.0			18.0	morning-consult-24589	Morning Consult	2016-05-24	2016-05-30		Registered Voters	4002	2.0	Internet	Nonpartisan	None
12.0	77.0			11.0	morning-consult-24589	Morning Consult	2016-05-24	2016-05-30		Registered Voters - Democrat	1507		Internet	Nonpartisan	None
79.0	10.0			11.0	morning-consult-24589	Morning Consult	2016-05-24	2016-05-30		Registered Voters - Republican	1147		Internet	Nonpartisan	None
36.0	31.0			33.0	morning-consult-24589	Morning Consult	2016-05-24	2016-05-30		Registered Voters - independent	1348		Internet	Nonpartisan	None
41.0	45.0		3.0	11.0	quinnipiac-24586	Quinnipiac	2016-05-24	2016-05-30		Registered Voters	1561	2.5	Live Phone	Nonpartisan	None
6.0	90.0		1.0	4.0	quinnipiac-24586	Quinnipiac	2016-05-24	2016-05-30		Registered Voters - Democrat			Live Phone	Nonpartisan	None
86.0	4.0		3.0	7.0	quinnipiac-24586	Quinnipiac	2016-05-24	2016-05-30		Registered Voters - Republican			Live Phone	Nonpartisan	None
40.0	37.0		6.0	17.0	quinnipiac-24586	Quinnipiac	2016-05-24	2016-05-30		Registered Voters - independent			Live Phone	Nonpartisan	None
38.0	40.0	5.0	4.0	12.0	quinnipiac-24586	Quinnipiac	2016-05-24	2016-05-30		Registered Voters	1561	2.5	Live Phone	Nonpartisan	None
4.0	85.0	2.0	4.0	5.0	quinnipiac-24586	Quinnipiac	2016-05-24	2016-05-30		Registered Voters - Democrat			Live Phone	Nonpartisan	None
83.0	4.0	4.0	2.0	8.0	quinnipiac-24586	Quinnipiac	2016-05-24	2016-05-30		Registered Voters - Republican			Live Phone	Nonpartisan	None
36.0	29.0	10.0	8.0	16.0	quinnipiac-24586	Quinnipiac	2016-05-24	2016-05-30		Registered Voters - independent			Live Phone	Nonpartisan	None
45.0	47.0			8.0	nbc-surveymonkey-24575	NBC/SurveyMonkey	2016-05-23	2016-05-29		Registered Voters	12969	1.2	Internet	Nonpartisan	None
36.0	41.0		13.0	10.0	ipsos-reuters-24559	Ipsos/Reuters	2016-05-21	2016-05-25		Registered Voters	1271		Internet	Nonpartisan	None
12.0	70.0		10.0	8.0	ipsos-reuters-24559	Ipsos/Reuters	2016-05-21	2016-05-25		Registered Voters - Democrat			Internet	Nonpartisan	None
70.0	9.0		11.0	10.0	ipsos-reuters-24559	Ipsos/Reuters	2016-05-21	2016-05-25		Registered Voters - Republican			Internet	Nonpartisan	None
31.0	30.0		27.0	13.0	ipsos-reuters-24559	Ipsos/Reuters	2016-05-21	2016-05-25		Registered Voters - independent			Internet	Nonpartisan	None
39.0	40.0		14.0	7.0	rasmussen-24560	Rasmussen	2016-05-23	2016-05-24		Likely Voters	1000	3.0	IVR/Online	Nonpartisan	None
41.0	42.0		7.0	10.0	yougov-economist-24557	YouGov/Economist	2016-05-20	2016-05-23		Registered Voters	1622	3.5	Internet	Nonpartisan	None
8.0	82.0		3.0	7.0	yougov-economist-24557	YouGov/Economist	2016-05-20	2016-05-23		Registered Voters - Democrat	642		Internet	Nonpartisan	None
83.0	3.0		4.0	10.0	yougov-economist-24557	YouGov/Economist	2016-05-20	2016-05-23		Registered Voters - Republican	451		Internet	Nonpartisan	None
40.0	36.0		14.0	12.0	yougov-economist-24557	YouGov/Economist	2016-05-20	2016-05-23		Registered Voters - independent	529		Internet	Nonpartisan	None
40.0	42.0			18.0	morning-consult-24544	Morning Consult	2016-05-19	2016-05-23		Registered Voters	2001	1.0	Internet	Nonpartisan	None
13.0	75.0			12.0	morning-consult-24544	Morning Consult	2016-05-19	2016-05-23		Registered Voters - Democrat	830		Internet	Nonpartisan	None
78.0	10.0			12.0	morning-consult-24544	Morning Consult	2016-05-19	2016-05-23		Registered Voters - Republican	523		Internet	Nonpartisan	None
44.0	26.0			30.0	morning-consult-24544	Morning Consult	2016-05-19	2016-05-23		Registered Voters - independent	648		Internet	Nonpartisan	None
43.0	47.0			9.0	nbc-surveymonkey-24539	NBC/SurveyMonkey	2016-05-16	2016-05-22		Registered Voters	14513	1.0	Internet	Nonpartisan	None
46.0	46.0		2.0	6.0	arg-24535	ARG	2016-05-17	2016-05-20		Registered Voters	980	3.2	Live Phone	Nonpartisan	None
42.0	44.0			14.0	schoen-d-24527	Schoen (D)	2016-05-16	2016-05-19		Likely Voters	1000	3.0	Live Phone	Pollster	Dem
46.0	44.0		7.0	3.0	abc-post-24526	ABC/Post	2016-05-16	2016-05-19		Registered Voters	829	3.5	Live Phone	Nonpartisan	None
43.0	46.0		9.0	2.0	nbc-wsj-24525	NBC/WSJ	2016-05-15	2016-05-19		Registered Voters	1000	3.1	Live Phone	Nonpartisan	None
42.0	37.0		13.0	7.0	rasmussen-24514	Rasmussen	2016-05-17	2016-05-18		Likely Voters	1000	3.0	IVR/Online	Nonpartisan	None
36.0	41.0		14.0	9.0	ipsos-reuters-24517	Ipsos/Reuters	2016-05-14	2016-05-18		Registered Voters	1397		Internet	Nonpartisan	None
10.0	73.0		10.0	7.0	ipsos-reuters-24517	Ipsos/Reuters	2016-05-14	2016-05-18		Registered Voters - Democrat			Internet	Nonpartisan	None
72.0	6.0		14.0	7.0	ipsos-reuters-24517	Ipsos/Reuters	2016-05-14	2016-05-18		Registered Voters - Republican			Internet	Nonpartisan	None
41.0	22.0		21.0	14.0	ipsos-reuters-24517	Ipsos/Reuters	2016-05-14	2016-05-18		Registered Voters - independent			Internet	Nonpartisan	None
45.0	42.0		3.0	9.0	fox-24512	FOX	2016-05-14	2016-05-17		Registered Voters	1021	3.0	Live Phone	Nonpartisan	None
6.0	83.0		3.0	8.0	fox-24512	FOX	2016-05-14	2016-05-17		Registered Voters - Democrat			Live Phone	Nonpartisan	None
82.0	7.0		4.0	8.0	fox-24512	FOX	2016-05-14	2016-05-17		Registered Voters - Republican			Live Phone	Nonpartisan	None
46.0	30.0		4.0	20.0	fox-24512	FOX	2016-05-14	2016-05-17		Registered Voters - independent			Live Phone	Nonpartisan	None
42.0	39.0	10.0	2.0	4.0	fox-24512	FOX	2016-05-14	2016-05-17		Registered Voters	1021	3.0	Live Phone	Nonpartisan	None
5.0	78.0	8.0	2.0	7.0	fox-24512	FOX	2016-05-14	2016-05-17		Registered Voters - Democrat			Live Phone	Nonpartisan	None
77.0	7.0	8.0	2.0	6.0	fox-24512	FOX	2016-05-14	2016-05-17		Registered Voters - Republican			Live Phone	Nonpartisan	None
41.0	24.0	18.0	2.0	16.0	fox-24512	FOX	2016-05-14	2016-05-17		Registered Voters - independent			Live Phone	Nonpartisan	None
41.0	47.0		2.0	10.0	cbs-times-24521	CBS/Times	2016-05-13	2016-05-17		Registered Voters	1109		Live Phone	Nonpartisan	None
5.0	88.0		1.0	5.0	cbs-times-24521	CBS/Times	2016-05-13	2016-05-17		Registered Voters - Democrat			Live Phone	Nonpartisan	None
85.0	6.0		2.0	7.0	cbs-times-24521	CBS/Times	2016-05-13	2016-05-17		Registered Voters - Republican			Live Phone	Nonpartisan	None
40.0	40.0		3.0	17.0	cbs-times-24521	CBS/Times	2016-05-13	2016-05-17		Registered Voters - independent			Live Phone	Nonpartisan	None
42.0	46.0			12.0	mclaughlin-r-24510	McLaughlin (R)	2016-05-11	2016-05-16		Likely Voters	1000	3.1	Internet	Pollster	Rep
12.0	81.0			8.0	mclaughlin-r-24510	McLaughlin (R)	2016-05-11	2016-05-16		Likely Voters - Democrat			Internet	Pollster	Rep
83.0	11.0			7.0	mclaughlin-r-24510	McLaughlin (R)	2016-05-11	2016-05-16		Likely Voters - Republican			Internet	Pollster	Rep
34.0	41.0			25.0	mclaughlin-r-24510	McLaughlin (R)	2016-05-11	2016-05-16		Likely Voters - independent			Internet	Pollster	Rep
40.0	42.0			17.0	morning-consult-24498	Morning Consult	2016-05-11	2016-05-15		Registered Voters	3971	2.0	Internet	Nonpartisan	None
13.0	76.0			11.0	morning-consult-24498	Morning Consult	2016-05-11	2016-05-15		Registered Voters - Democrat	1519		Internet	Nonpartisan	None
76.0	11.0			13.0	morning-consult-24498	Morning Consult	2016-05-11	2016-05-15		Registered Voters - Republican	1217		Internet	Nonpartisan	None
39.0	32.0			29.0	morning-consult-24498	Morning Consult	2016-05-11	2016-05-15		Registered Voters - independent	1235		Internet	Nonpartisan	None
45.0	48.0			7.0	nbc-surveymonkey-24497	NBC/SurveyMonkey	2016-05-09	2016-05-15		Registered Voters	12507	1.2	Internet	Nonpartisan	None
37.0	41.0		14.0	8.0	ipsos-reuters-24487	Ipsos/Reuters	2016-05-07	2016-05-11		Registered Voters	1397		Internet	Nonpartisan	None
11.0	75.0		10.0	4.0	ipsos-reuters-24487	Ipsos/Reuters	2016-05-07	2016-05-11		Registered Voters - Democrat			Internet	Nonpartisan	None
69.0	8.0		15.0	9.0	ipsos-reuters-24487	Ipsos/Reuters	2016-05-07	2016-05-11		Registered Voters - Republican			Internet	Nonpartisan	None
42.0	19.0		28.0	10.0	ipsos-reuters-24487	Ipsos/Reuters	2016-05-07	2016-05-11		Registered Voters - independent			Internet	Nonpartisan	None
49.0	51.0				gravis-marketing-oann-24484	Gravis Marketing/OANN	2016-05-10	2016-05-10		Registered Voters	1574	2.5	Automated Phone	Sponsor	Rep
40.0	42.0		6.0	12.0	yougov-economist-24478	YouGov/Economist	2016-05-06	2016-05-09		Registered Voters	1612		Internet	Nonpartisan	None
5.0	89.0		3.0	3.0	yougov-economist-24478	YouGov/Economist	2016-05-06	2016-05-09		Registered Voters - Democrat	453		Internet	Nonpartisan	None
80.0	4.0		5.0	10.0	yougov-economist-24478	YouGov/Economist	2016-05-06	2016-05-09		Registered Voters - Republican	445		Internet	Nonpartisan	None
34.0	41.0		8.0	16.0	yougov-economist-24478	YouGov/Economist	2016-05-06	2016-05-09		Registered Voters - independent	714		Internet	Nonpartisan	None
38.0	42.0	4.0	2.0	13.0	ppp-d-24466	PPP (D)	2016-05-06	2016-05-09	If the candidates for President this fall were Democrat Hillary Clinton, Republican Donald Trump, Libertarian Gary Johnson, and Green Party candidate Jill Stein, who would you vote for?	Likely Voters	1222	3.2	IVR/Online	Pollster	Dem
9.0	78.0	2.0	2.0	10.0	ppp-d-24466	PPP (D)	2016-05-06	2016-05-09	If the candidates for President this fall were Democrat Hillary Clinton, Republican Donald Trump, Libertarian Gary Johnson, and Green Party candidate Jill Stein, who would you vote for?	Likely Voters - Democrat			IVR/Online	Pollster	Dem
78.0	7.0	4.0	2.0	10.0	ppp-d-24466	PPP (D)	2016-05-06	2016-05-09	If the candidates for President this fall were Democrat Hillary Clinton, Republican Donald Trump, Libertarian Gary Johnson, and Green Party candidate Jill Stein, who would you vote for?	Likely Voters - Republican			IVR/Online	Pollster	Dem
31.0	30.0	10.0	5.0	25.0	ppp-d-24466	PPP (D)	2016-05-06	2016-05-09	If the candidates for President this fall were Democrat Hillary Clinton, Republican Donald Trump, Libertarian Gary Johnson, and Green Party candidate Jill Stein, who would you vote for?	Likely Voters - independent			IVR/Online	Pollster	Dem
41.0	47.0			12.0	ppp-d-24466	PPP (D)	2016-05-06	2016-05-09	If the candidates for President this fall were just Democrat Hillary Clinton and Republican Donald Trump, who would you vote for?	Likely Voters	1222	3.2	IVR/Online	Pollster	Dem
9.0	84.0			7.0	ppp-d-24466	PPP (D)	2016-05-06	2016-05-09	If the candidates for President this fall were just Democrat Hillary Clinton and Republican Donald Trump, who would you vote for?	Likely Voters - Democrat			IVR/Online	Pollster	Dem
82.0	8.0			11.0	ppp-d-24466	PPP (D)	2016-05-06	2016-05-09	If the candidates for President this fall were just Democrat Hillary Clinton and Republican Donald Trump, who would you vote for?	Likely Voters - Republican			IVR/Online	Pollster	Dem
36.0	38.0			26.0	ppp-d-24466	PPP (D)	2016-05-06	2016-05-09	If the candidates for President this fall were just Democrat Hillary Clinton and Republican Donald Trump, who would you vote for?	Likely Voters - independent			IVR/Online	Pollster	Dem
38.0	44.0			18.0	morning-consult-24474	Morning Consult	2016-05-05	2016-05-09		Registered Voters	6005	1.0	Internet	Nonpartisan	None
11.0	77.0			12.0	morning-consult-24474	Morning Consult	2016-05-05	2016-05-09		Registered Voters - Democrat	2273		Internet	Nonpartisan	None
74.0	14.0			12.0	morning-consult-24474	Morning Consult	2016-05-05	2016-05-09		Registered Voters - Republican	1850		Internet	Nonpartisan	None
37.0	34.0			29.0	morning-consult-24474	Morning Consult	2016-05-05	2016-05-09		Registered Voters - independent	1881		Internet	Nonpartisan	None
44.0	49.0			7.0	nbc-surveymonkey-24468	NBC/SurveyMonkey	2016-05-02	2016-05-08		Registered Voters	11089	1.3	Internet	Nonpartisan	None
36.0	45.0		10.0	8.0	ipsos-reuters-24447	Ipsos/Reuters	2016-04-30	2016-05-04		Registered Voters	1102		Internet	Nonpartisan	None
40.0	45.0			15.0	morning-consult-24431	Morning Consult	2016-04-29	2016-05-02		Registered Voters	1976	2.0	Internet	Nonpartisan	None
11.0	81.0			8.0	morning-consult-24431	Morning Consult	2016-04-29	2016-05-02		Registered Voters - Democrat	781		Internet	Nonpartisan	None
77.0	9.0			14.0	morning-consult-24431	Morning Consult	2016-04-29	2016-05-02		Registered Voters - Republican	581		Internet	Nonpartisan	None
42.0	34.0			24.0	morning-consult-24431	Morning Consult	2016-04-29	2016-05-02		Registered Voters - independent	614		Internet	Nonpartisan	None
41.0	54.0		5.0	0.0	cnn-24438	CNN	2016-04-28	2016-05-01		Registered Voters	890	3.5	Live Phone	Nonpartisan	None
5.0	94.0		1.0		cnn-24438	CNN	2016-04-28	2016-05-01		Registered Voters - Democrat			Live Phone	Nonpartisan	None
84.0	12.0		4.0		cnn-24438	CNN	2016-04-28	2016-05-01		Registered Voters - Republican			Live Phone	Nonpartisan	None
40.0	51.0		9.0	1.0	cnn-24438	CNN	2016-04-28	2016-05-01		Registered Voters - independent			Live Phone	Nonpartisan	None
37.0	43.0			20.0	nbc-surveymonkey-24429	NBC/SurveyMonkey	2016-04-25	2016-05-01		Registered Voters	12462	1.2	Internet	Nonpartisan	None
39.0	46.0			15.0	morning-consult-24408	Morning Consult	2016-04-26	2016-04-29		Registered Voters	1964	2.0	Internet	Nonpartisan	None
11.0	78.0			11.0	morning-consult-24408	Morning Consult	2016-04-26	2016-04-29		Registered Voters - Democrat	733		Internet	Nonpartisan	None
76.0	11.0			13.0	morning-consult-24408	Morning Consult	2016-04-26	2016-04-29		Registered Voters - Republican	573		Internet	Nonpartisan	None
37.0	40.0			23.0	morning-consult-24408	Morning Consult	2016-04-26	2016-04-29		Registered Voters - independent	658		Internet	Nonpartisan	None
41.0	39.0		15.0	5.0	rasmussen-24426	Rasmussen	2016-04-27	2016-04-28		Likely Voters	1000	3.0	IVR/Online	Nonpartisan	None
40.0	47.0		7.0	5.0	ibd-tipp-24414	IBD/TIPP	2016-04-22	2016-04-28		Registered Voters	814		Live Phone	Nonpartisan	None
9.0	86.0		2.0	2.0	ibd-tipp-24414	IBD/TIPP	2016-04-22	2016-04-28		Registered Voters - Democrat	280		Live Phone	Nonpartisan	None
77.0	10.0		8.0	6.0	ibd-tipp-24414	IBD/TIPP	2016-04-22	2016-04-28		Registered Voters - Republican	250		Live Phone	Nonpartisan	None
39.0	43.0		10.0	8.0	ibd-tipp-24414	IBD/TIPP	2016-04-22	2016-04-28		Registered Voters - independent	273		Live Phone	Nonpartisan	None
36.0	43.0		13.0	9.0	ipsos-reuters-24395	Ipsos/Reuters	2016-04-23	2016-04-27		Registered Voters	1756		Internet	Nonpartisan	None
38.0	38.0		16.0	2.0	rasmussen-24400	Rasmussen	2016-04-25	2016-04-26		Likely Voters	1000	3.0	IVR/Online	Nonpartisan	None
40.0	43.0		5.0	13.0	yougov-economist-24390	YouGov/Economist	2016-04-22	2016-04-26		Registered Voters	1561		Internet	Nonpartisan	None
9.0	82.0		3.0	6.0	yougov-economist-24390	YouGov/Economist	2016-04-22	2016-04-26		Registered Voters - Democrat	610		Internet	Nonpartisan	None
79.0	6.0		3.0	12.0	yougov-economist-24390	YouGov/Economist	2016-04-22	2016-04-26		Registered Voters - Republican	449		Internet	Nonpartisan	None
40.0	31.0		8.0	21.0	yougov-economist-24390	YouGov/Economist	2016-04-22	2016-04-26		Registered Voters - independent	502		Internet	Nonpartisan	None
39.0	50.0			10.0	suffolk-usa-today-24356	Suffolk/USA Today	2016-04-20	2016-04-24		Likely Voters	1000	3.0	Live Phone	Nonpartisan	None
5.0	90.0			5.0	suffolk-usa-today-24356	Suffolk/USA Today	2016-04-20	2016-04-24		Likely Voters - Democrat	357	5.1	Live Phone	Nonpartisan	None
80.0	9.0			11.0	suffolk-usa-today-24356	Suffolk/USA Today	2016-04-20	2016-04-24		Likely Voters - Republican	305	5.7	Live Phone	Nonpartisan	None
39.0	45.0			16.0	suffolk-usa-today-24356	Suffolk/USA Today	2016-04-20	2016-04-24		Likely Voters - independent	338		Live Phone	Nonpartisan	None
36.0	44.0			20.0	nbc-surveymonkey-24362	NBC/SurveyMonkey	2016-04-18	2016-04-24		Registered Voters	9405	1.4	Internet	Nonpartisan	None
40.0	46.0			15.0	morning-consult-24410	Morning Consult	2016-04-20	2016-04-22		Registered Voters	2003	2.0	Internet	Nonpartisan	None
13.0	79.0			8.0	morning-consult-24410	Morning Consult	2016-04-20	2016-04-22		Registered Voters - Democrat	782		Internet	Nonpartisan	None
74.0	14.0			12.0	morning-consult-24410	Morning Consult	2016-04-20	2016-04-22		Registered Voters - Republican	622		Internet	Nonpartisan	None
39.0	34.0			27.0	morning-consult-24410	Morning Consult	2016-04-20	2016-04-22		Registered Voters - independent	599		Internet	Nonpartisan	None
40.0	47.0			14.0	zogby-internet-24393	Zogby (Internet)	2016-04-19	2016-04-20		Likely Voters	834	3.5	Internet	Nonpartisan	None
43.0	46.0			11.0	gwu-battleground-24342	GWU/Battleground	2016-04-17	2016-04-20		Likely Voters	1000	3.1	Live Phone	Nonpartisan	None
9.0	86.0			5.0	gwu-battleground-24342	GWU/Battleground	2016-04-17	2016-04-20		Likely Voters - Democrat	420		Live Phone	Nonpartisan	None
80.0	8.0			13.0	gwu-battleground-24342	GWU/Battleground	2016-04-17	2016-04-20		Likely Voters - Republican	390		Live Phone	Nonpartisan	None
42.0	37.0			21.0	gwu-battleground-24342	GWU/Battleground	2016-04-17	2016-04-20		Likely Voters - independent	190		Live Phone	Nonpartisan	None
33.0	44.0		12.0	12.0	ipsos-reuters-24323	Ipsos/Reuters	2016-04-16	2016-04-20		Registered Voters	1334		Internet	Nonpartisan	None
37.0	46.0			17.0	morning-consult-24302	Morning Consult	2016-04-15	2016-04-17		Registered Voters	2032	2.0	Internet	Nonpartisan	None
12.0	78.0			10.0	morning-consult-24302	Morning Consult	2016-04-15	2016-04-17		Registered Voters - Democrat	775		Internet	Nonpartisan	None
70.0	13.0			17.0	morning-consult-24302	Morning Consult	2016-04-15	2016-04-17		Registered Voters - Republican	624		Internet	Nonpartisan	None
36.0	40.0			24.0	morning-consult-24302	Morning Consult	2016-04-15	2016-04-17		Registered Voters - independent	633		Internet	Nonpartisan	None
39.0	48.0			13.0	nbc-surveymonkey-24307	NBC/SurveyMonkey	2016-04-11	2016-04-17		Registered Voters	11498	1.3	Internet	Nonpartisan	None
39.0	50.0		9.0	2.0	nbc-wsj-24305	NBC/WSJ	2016-04-10	2016-04-14		Registered Voters	1000	3.1	Live Phone	Nonpartisan	None
41.0	48.0		2.0	8.0	fox-24280	FOX	2016-04-11	2016-04-13		Registered Voters	1021	3.0	Live Phone	Nonpartisan	None
6.0	87.0		1.0	6.0	fox-24280	FOX	2016-04-11	2016-04-13		Registered Voters - Democrat			Live Phone	Nonpartisan	None
82.0	11.0		2.0	6.0	fox-24280	FOX	2016-04-11	2016-04-13		Registered Voters - Republican			Live Phone	Nonpartisan	None
37.0	40.0		7.0	16.0	fox-24280	FOX	2016-04-11	2016-04-13		Registered Voters - independent			Live Phone	Nonpartisan	None
34.0	43.0		15.0	7.0	ipsos-reuters-24278	Ipsos/Reuters	2016-04-09	2016-04-13		Registered Voters	1424		Internet	Nonpartisan	None
40.0	50.0		1.0	8.0	cbs-24282	CBS	2016-04-08	2016-04-12		Registered Voters	1098		Live Phone	Nonpartisan	None
8.0	88.0		1.0	4.0	cbs-24282	CBS	2016-04-08	2016-04-12		Registered Voters - Democrat	348		Live Phone	Nonpartisan	None
82.0	11.0			8.0	cbs-24282	CBS	2016-04-08	2016-04-12		Registered Voters - Republican	333		Live Phone	Nonpartisan	None
33.0	51.0		2.0	14.0	cbs-24282	CBS	2016-04-08	2016-04-12		Registered Voters - independent	352		Live Phone	Nonpartisan	None
37.0	46.0			16.0	morning-consult-24311	Morning Consult	2016-04-08	2016-04-11		Registered Voters	4015	2.0	Internet	Nonpartisan	None
12.0	80.0			8.0	morning-consult-24311	Morning Consult	2016-04-08	2016-04-11		Registered Voters - Democrat	1517		Internet	Nonpartisan	None
76.0	10.0			14.0	morning-consult-24311	Morning Consult	2016-04-08	2016-04-11		Registered Voters - Republican	1118		Internet	Nonpartisan	None
34.0	38.0			28.0	morning-consult-24311	Morning Consult	2016-04-08	2016-04-11		Registered Voters - independent	1379		Internet	Nonpartisan	None
36.0	43.0		0.0	21.0	nbc-surveymonkey-24251	NBC/SurveyMonkey	2016-04-04	2016-04-10		Registered Voters	11204	1.3	Internet	Nonpartisan	None
34.0	39.0		16.0	11.0	ipsos-reuters-24232	Ipsos/Reuters	2016-04-02	2016-04-06		Registered Voters	1325		Internet	Nonpartisan	None
38.0	45.0			17.0	morning-consult-24207	Morning Consult	2016-04-01	2016-04-03		Registered Voters	2004	2.0	Internet	Nonpartisan	None
10.0	79.0			11.0	morning-consult-24207	Morning Consult	2016-04-01	2016-04-03		Registered Voters - Democrat	746		Internet	Nonpartisan	None
72.0	13.0			15.0	morning-consult-24207	Morning Consult	2016-04-01	2016-04-03		Registered Voters - Republican	598		Internet	Nonpartisan	None
39.0	36.0			25.0	morning-consult-24207	Morning Consult	2016-04-01	2016-04-03		Registered Voters - independent	659		Internet	Nonpartisan	None
33.0	45.0			21.0	nbc-surveymonkey-24206	NBC/SurveyMonkey	2016-03-28	2016-04-03		Registered Voters	12116		Internet	Nonpartisan	None
35.0	47.0		9.0	9.0	ibd-tipp-24194	IBD/TIPP	2016-03-28	2016-04-02		Registered Voters	819		Live Phone	Nonpartisan	None
8.0	84.0		4.0	4.0	ibd-tipp-24194	IBD/TIPP	2016-03-28	2016-04-02		Registered Voters - Democrat	284		Live Phone	Nonpartisan	None
69.0	9.0		10.0	12.0	ibd-tipp-24194	IBD/TIPP	2016-03-28	2016-04-02		Registered Voters - Republican	245		Live Phone	Nonpartisan	None
35.0	41.0		12.0	12.0	ibd-tipp-24194	IBD/TIPP	2016-03-28	2016-04-02		Registered Voters - independent	278		Live Phone	Nonpartisan	None
41.0	50.0			9.0	mcclatchy-marist-24230	McClatchy/Marist	2016-03-29	2016-03-31		Registered Voters	1066	3.0	Live Phone	Nonpartisan	None
7.0	90.0			3.0	mcclatchy-marist-24230	McClatchy/Marist	2016-03-29	2016-03-31		Registered Voters - Democrat			Live Phone	Nonpartisan	None
